query,result,rank,click,dwell_time,relevance,ctr,adjusted_relevance
weather new york,New York climate,3,1,20,1,0.0033112582781456954,20
learn python,Python tutorial,1,1,60,1,0.003246753246753247,60
learn python,Learn Python fast,2,0,0,0,0.0,0
learn python,Python for beginners,3,0,0,0,0.0,0
weather new york,NYC weather today,1,1,11,1,0.0033112582781456954,11
weather new york,Weather forecast,2,0,0,1,0.0,0
weather new york,New York climate,3,1,16,1,0.0033112582781456954,16
best programming languages 2025,Best languages to learn,1,1,35,1,0.0031545741324921135,35
best programming languages 2025,Top programming languages,2,1,17,1,0.0031545741324921135,17
best programming languages 2025,Most in-demand coding skills,3,0,0,0,0.0,0
best laptop gaming,Laptop A review,1,1,45,1,0.003355704697986577,45
best laptop gaming,Laptop B specs,2,0,0,1,0.0,0
best laptop gaming,Top gaming laptops,3,0,0,1,0.0,0
cheap flights tokyo,Flight deals to Tokyo,1,0,0,1,0.0,0
cheap flights tokyo,Cheapest Tokyo flights,2,0,0,0,0.0,0
cheap flights tokyo,Best airlines to Japan,3,0,0,0,0.0,0
best laptop gaming,Laptop A review,1,0,0,0,0.0,0
best laptop gaming,Laptop B specs,2,1,47,1,0.003355704697986577,47
best laptop gaming,Top gaming laptops,3,1,2,1,0.003355704697986577,2
weather new york,NYC weather today,1,1,59,1,0.0033112582781456954,59
weather new york,Weather forecast,2,1,18,1,0.0033112582781456954,18
weather new york,New York climate,3,1,13,1,0.0033112582781456954,13
best laptop gaming,Laptop A review,1,1,54,1,0.003355704697986577,54
best laptop gaming,Laptop B specs,2,1,45,1,0.003355704697986577,45
best laptop gaming,Top gaming laptops,3,1,34,1,0.003355704697986577,34
best programming languages 2025,Best languages to learn,1,0,0,0,0.0,0
best programming languages 2025,Top programming languages,2,0,0,0,0.0,0
best programming languages 2025,Most in-demand coding skills,3,1,35,1,0.0031545741324921135,35
best laptop gaming,Laptop A review,1,0,0,0,0.0,0
best laptop gaming,Laptop B specs,2,1,50,1,0.003355704697986577,50
best laptop gaming,Top gaming laptops,3,0,0,1,0.0,0
best laptop gaming,Laptop A review,1,1,38,1,0.003355704697986577,38
best laptop gaming,Laptop B specs,2,1,56,1,0.003355704697986577,56
best laptop gaming,Top gaming laptops,3,1,45,1,0.003355704697986577,45
weather new york,NYC weather today,1,1,15,1,0.0033112582781456954,15
weather new york,Weather forecast,2,1,58,1,0.0033112582781456954,58
weather new york,New York climate,3,1,12,1,0.0033112582781456954,12
best programming languages 2025,Best languages to learn,1,1,16,1,0.0031545741324921135,16
best programming languages 2025,Top programming languages,2,0,0,1,0.0,0
best programming languages 2025,Most in-demand coding skills,3,1,54,1,0.0031545741324921135,54
cheap flights tokyo,Flight deals to Tokyo,1,0,0,1,0.0,0
cheap flights tokyo,Cheapest Tokyo flights,2,0,0,0,0.0,0
cheap flights tokyo,Best airlines to Japan,3,1,8,1,0.003246753246753247,8
best programming languages 2025,Best languages to learn,1,1,10,1,0.0031545741324921135,10
best programming languages 2025,Top programming languages,2,0,0,1,0.0,0
best programming languages 2025,Most in-demand coding skills,3,1,7,1,0.0031545741324921135,7
weather new york,NYC weather today,1,1,49,1,0.0033112582781456954,49
weather new york,Weather forecast,2,0,0,0,0.0,0
weather new york,New York climate,3,0,0,0,0.0,0
weather new york,NYC weather today,1,1,55,1,0.0033112582781456954,55
weather new york,Weather forecast,2,0,0,1,0.0,0
weather new york,New York climate,3,1,30,1,0.0033112582781456954,30
cheap flights tokyo,Flight deals to Tokyo,1,0,0,0,0.0,0
cheap flights tokyo,Cheapest Tokyo flights,2,1,49,1,0.003246753246753247,49
cheap flights tokyo,Best airlines to Japan,3,0,0,1,0.0,0
cheap flights tokyo,Flight deals to Tokyo,1,0,0,1,0.0,0
cheap flights tokyo,Cheapest Tokyo flights,2,1,45,1,0.003246753246753247,45
cheap flights tokyo,Best airlines to Japan,3,1,2,1,0.003246753246753247,2
learn python,Python tutorial,1,1,49,1,0.003246753246753247,49
learn python,Learn Python fast,2,0,0,1,0.0,0
learn python,Python for beginners,3,0,0,1,0.0,0
weather new york,NYC weather today,1,0,0,1,0.0,0
weather new york,Weather forecast,2,0,0,1,0.0,0
weather new york,New York climate,3,1,14,1,0.0033112582781456954,14
weather new york,NYC weather today,1,1,56,1,0.0033112582781456954,56
weather new york,Weather forecast,2,1,56,1,0.0033112582781456954,56
weather new york,New York climate,3,1,45,1,0.0033112582781456954,45
cheap flights tokyo,Flight deals to Tokyo,1,0,0,0,0.0,0
cheap flights tokyo,Cheapest Tokyo flights,2,0,0,1,0.0,0
cheap flights tokyo,Best airlines to Japan,3,1,9,1,0.003246753246753247,9
cheap flights tokyo,Flight deals to Tokyo,1,0,0,0,0.0,0
cheap flights tokyo,Cheapest Tokyo flights,2,1,15,1,0.003246753246753247,15
cheap flights tokyo,Best airlines to Japan,3,0,0,0,0.0,0
best programming languages 2025,Best languages to learn,1,1,40,1,0.0031545741324921135,40
best programming languages 2025,Top programming languages,2,1,42,1,0.0031545741324921135,42
best programming languages 2025,Most in-demand coding skills,3,1,42,1,0.0031545741324921135,42
weather new york,NYC weather today,1,1,2,1,0.0033112582781456954,2
weather new york,Weather forecast,2,0,0,0,0.0,0
weather new york,New York climate,3,0,0,1,0.0,0
best programming languages 2025,Best languages to learn,1,1,5,1,0.0031545741324921135,5
best programming languages 2025,Top programming languages,2,0,0,1,0.0,0
best programming languages 2025,Most in-demand coding skills,3,1,16,1,0.0031545741324921135,16
cheap flights tokyo,Flight deals to Tokyo,1,0,0,0,0.0,0
cheap flights tokyo,Cheapest Tokyo flights,2,0,0,1,0.0,0
cheap flights tokyo,Best airlines to Japan,3,1,13,1,0.003246753246753247,13
best programming languages 2025,Best languages to learn,1,1,22,1,0.0031545741324921135,22
best programming languages 2025,Top programming languages,2,0,0,1,0.0,0
best programming languages 2025,Most in-demand coding skills,3,0,0,1,0.0,0
cheap flights tokyo,Flight deals to Tokyo,1,0,0,0,0.0,0
cheap flights tokyo,Cheapest Tokyo flights,2,0,0,1,0.0,0
cheap flights tokyo,Best airlines to Japan,3,0,0,1,0.0,0
best programming languages 2025,Best languages to learn,1,1,29,1,0.0031545741324921135,29
best programming languages 2025,Top programming languages,2,1,3,1,0.0031545741324921135,3
best programming languages 2025,Most in-demand coding skills,3,1,59,1,0.0031545741324921135,59
learn python,Python tutorial,1,0,0,1,0.0,0
learn python,Learn Python fast,2,0,0,1,0.0,0
learn python,Python for beginners,3,0,0,1,0.0,0
best programming languages 2025,Best languages to learn,1,0,0,1,0.0,0
best programming languages 2025,Top programming languages,2,1,56,1,0.0031545741324921135,56
best programming languages 2025,Most in-demand coding skills,3,1,15,1,0.0031545741324921135,15
best laptop gaming,Laptop A review,1,0,0,0,0.0,0
best laptop gaming,Laptop B specs,2,0,0,1,0.0,0
best laptop gaming,Top gaming laptops,3,0,0,1,0.0,0
learn python,Python tutorial,1,1,25,1,0.003246753246753247,25
learn python,Learn Python fast,2,0,0,1,0.0,0
learn python,Python for beginners,3,0,0,1,0.0,0
weather new york,NYC weather today,1,1,56,1,0.0033112582781456954,56
weather new york,Weather forecast,2,0,0,0,0.0,0
weather new york,New York climate,3,1,20,1,0.0033112582781456954,20
best laptop gaming,Laptop A review,1,0,0,0,0.0,0
best laptop gaming,Laptop B specs,2,1,19,1,0.003355704697986577,19
best laptop gaming,Top gaming laptops,3,0,0,1,0.0,0
best laptop gaming,Laptop A review,1,1,20,1,0.003355704697986577,20
best laptop gaming,Laptop B specs,2,1,17,1,0.003355704697986577,17
best laptop gaming,Top gaming laptops,3,1,43,1,0.003355704697986577,43
best laptop gaming,Laptop A review,1,0,0,1,0.0,0
best laptop gaming,Laptop B specs,2,0,0,0,0.0,0
best laptop gaming,Top gaming laptops,3,0,0,0,0.0,0
best programming languages 2025,Best languages to learn,1,1,25,1,0.0031545741324921135,25
best programming languages 2025,Top programming languages,2,1,45,1,0.0031545741324921135,45
best programming languages 2025,Most in-demand coding skills,3,0,0,0,0.0,0
cheap flights tokyo,Flight deals to Tokyo,1,1,59,1,0.003246753246753247,59
cheap flights tokyo,Cheapest Tokyo flights,2,0,0,0,0.0,0
cheap flights tokyo,Best airlines to Japan,3,1,53,1,0.003246753246753247,53
weather new york,NYC weather today,1,1,3,1,0.0033112582781456954,3
weather new york,Weather forecast,2,1,13,1,0.0033112582781456954,13
weather new york,New York climate,3,1,4,1,0.0033112582781456954,4
learn python,Python tutorial,1,0,0,0,0.0,0
learn python,Learn Python fast,2,0,0,1,0.0,0
learn python,Python for beginners,3,1,57,1,0.003246753246753247,57
learn python,Python tutorial,1,0,0,0,0.0,0
learn python,Learn Python fast,2,1,42,1,0.003246753246753247,42
learn python,Python for beginners,3,1,48,1,0.003246753246753247,48
best laptop gaming,Laptop A review,1,1,59,1,0.003355704697986577,59
best laptop gaming,Laptop B specs,2,0,0,0,0.0,0
best laptop gaming,Top gaming laptops,3,0,0,1,0.0,0
learn python,Python tutorial,1,1,43,1,0.003246753246753247,43
learn python,Learn Python fast,2,1,24,1,0.003246753246753247,24
learn python,Python for beginners,3,0,0,1,0.0,0
weather new york,NYC weather today,1,1,47,1,0.0033112582781456954,47
weather new york,Weather forecast,2,1,25,1,0.0033112582781456954,25
weather new york,New York climate,3,1,47,1,0.0033112582781456954,47
best programming languages 2025,Best languages to learn,1,1,10,1,0.0031545741324921135,10
best programming languages 2025,Top programming languages,2,0,0,1,0.0,0
best programming languages 2025,Most in-demand coding skills,3,0,0,0,0.0,0
best programming languages 2025,Best languages to learn,1,1,25,1,0.0031545741324921135,25
best programming languages 2025,Top programming languages,2,0,0,1,0.0,0
best programming languages 2025,Most in-demand coding skills,3,0,0,0,0.0,0
learn python,Python tutorial,1,0,0,1,0.0,0
learn python,Learn Python fast,2,0,0,1,0.0,0
learn python,Python for beginners,3,1,32,1,0.003246753246753247,32
weather new york,NYC weather today,1,1,48,1,0.0033112582781456954,48
weather new york,Weather forecast,2,1,43,1,0.0033112582781456954,43
weather new york,New York climate,3,1,55,1,0.0033112582781456954,55
learn python,Python tutorial,1,1,8,1,0.003246753246753247,8
learn python,Learn Python fast,2,0,0,1,0.0,0
learn python,Python for beginners,3,1,47,1,0.003246753246753247,47
weather new york,NYC weather today,1,0,0,0,0.0,0
weather new york,Weather forecast,2,0,0,0,0.0,0
weather new york,New York climate,3,1,7,1,0.0033112582781456954,7
best programming languages 2025,Best languages to learn,1,1,31,1,0.0031545741324921135,31
best programming languages 2025,Top programming languages,2,0,0,1,0.0,0
best programming languages 2025,Most in-demand coding skills,3,1,3,1,0.0031545741324921135,3
learn python,Python tutorial,1,1,20,1,0.003246753246753247,20
learn python,Learn Python fast,2,1,49,1,0.003246753246753247,49
learn python,Python for beginners,3,1,44,1,0.003246753246753247,44
cheap flights tokyo,Flight deals to Tokyo,1,1,51,1,0.003246753246753247,51
cheap flights tokyo,Cheapest Tokyo flights,2,1,43,1,0.003246753246753247,43
cheap flights tokyo,Best airlines to Japan,3,0,0,0,0.0,0
best laptop gaming,Laptop A review,1,1,60,1,0.003355704697986577,60
best laptop gaming,Laptop B specs,2,1,42,1,0.003355704697986577,42
best laptop gaming,Top gaming laptops,3,0,0,1,0.0,0
best laptop gaming,Laptop A review,1,0,0,1,0.0,0
best laptop gaming,Laptop B specs,2,0,0,0,0.0,0
best laptop gaming,Top gaming laptops,3,1,27,1,0.003355704697986577,27
learn python,Python tutorial,1,1,35,1,0.003246753246753247,35
learn python,Learn Python fast,2,1,30,1,0.003246753246753247,30
learn python,Python for beginners,3,0,0,1,0.0,0
weather new york,NYC weather today,1,0,0,1,0.0,0
weather new york,Weather forecast,2,1,21,1,0.0033112582781456954,21
weather new york,New York climate,3,0,0,1,0.0,0
best programming languages 2025,Best languages to learn,1,1,51,1,0.0031545741324921135,51
best programming languages 2025,Top programming languages,2,1,45,1,0.0031545741324921135,45
best programming languages 2025,Most in-demand coding skills,3,0,0,1,0.0,0
cheap flights tokyo,Flight deals to Tokyo,1,0,0,0,0.0,0
cheap flights tokyo,Cheapest Tokyo flights,2,1,56,1,0.003246753246753247,56
cheap flights tokyo,Best airlines to Japan,3,0,0,1,0.0,0
best laptop gaming,Laptop A review,1,1,3,1,0.003355704697986577,3
best laptop gaming,Laptop B specs,2,0,0,1,0.0,0
best laptop gaming,Top gaming laptops,3,1,12,1,0.003355704697986577,12
learn python,Python tutorial,1,1,28,1,0.003246753246753247,28
learn python,Learn Python fast,2,0,0,0,0.0,0
learn python,Python for beginners,3,1,27,1,0.003246753246753247,27
learn python,Python tutorial,1,1,49,1,0.003246753246753247,49
learn python,Learn Python fast,2,1,56,1,0.003246753246753247,56
learn python,Python for beginners,3,1,9,1,0.003246753246753247,9
learn python,Python tutorial,1,0,0,1,0.0,0
learn python,Learn Python fast,2,0,0,0,0.0,0
learn python,Python for beginners,3,0,0,0,0.0,0
learn python,Python tutorial,1,0,0,1,0.0,0
learn python,Learn Python fast,2,0,0,1,0.0,0
learn python,Python for beginners,3,0,0,1,0.0,0
weather new york,NYC weather today,1,1,5,1,0.0033112582781456954,5
weather new york,Weather forecast,2,0,0,1,0.0,0
weather new york,New York climate,3,0,0,1,0.0,0
weather new york,NYC weather today,1,0,0,0,0.0,0
weather new york,Weather forecast,2,0,0,0,0.0,0
weather new york,New York climate,3,1,24,1,0.0033112582781456954,24
cheap flights tokyo,Flight deals to Tokyo,1,1,54,1,0.003246753246753247,54
cheap flights tokyo,Cheapest Tokyo flights,2,0,0,1,0.0,0
cheap flights tokyo,Best airlines to Japan,3,1,53,1,0.003246753246753247,53
learn python,Python tutorial,1,1,45,1,0.003246753246753247,45
learn python,Learn Python fast,2,1,40,1,0.003246753246753247,40
learn python,Python for beginners,3,0,0,1,0.0,0
weather new york,NYC weather today,1,0,0,0,0.0,0
weather new york,Weather forecast,2,1,53,1,0.0033112582781456954,53
weather new york,New York climate,3,0,0,0,0.0,0
learn python,Python tutorial,1,1,48,1,0.003246753246753247,48
learn python,Learn Python fast,2,1,18,1,0.003246753246753247,18
learn python,Python for beginners,3,0,0,0,0.0,0
cheap flights tokyo,Flight deals to Tokyo,1,1,7,1,0.003246753246753247,7
cheap flights tokyo,Cheapest Tokyo flights,2,1,36,1,0.003246753246753247,36
cheap flights tokyo,Best airlines to Japan,3,0,0,0,0.0,0
best programming languages 2025,Best languages to learn,1,1,54,1,0.0031545741324921135,54
best programming languages 2025,Top programming languages,2,0,0,1,0.0,0
best programming languages 2025,Most in-demand coding skills,3,0,0,1,0.0,0
learn python,Python tutorial,1,0,0,1,0.0,0
learn python,Learn Python fast,2,1,9,1,0.003246753246753247,9
learn python,Python for beginners,3,0,0,1,0.0,0
best laptop gaming,Laptop A review,1,0,0,0,0.0,0
best laptop gaming,Laptop B specs,2,0,0,1,0.0,0
best laptop gaming,Top gaming laptops,3,1,33,1,0.003355704697986577,33
cheap flights tokyo,Flight deals to Tokyo,1,0,0,0,0.0,0
cheap flights tokyo,Cheapest Tokyo flights,2,1,55,1,0.003246753246753247,55
cheap flights tokyo,Best airlines to Japan,3,1,21,1,0.003246753246753247,21
learn python,Python tutorial,1,0,0,1,0.0,0
learn python,Learn Python fast,2,0,0,0,0.0,0
learn python,Python for beginners,3,0,0,1,0.0,0
best programming languages 2025,Best languages to learn,1,1,25,1,0.0031545741324921135,25
best programming languages 2025,Top programming languages,2,0,0,1,0.0,0
best programming languages 2025,Most in-demand coding skills,3,1,27,1,0.0031545741324921135,27
weather new york,NYC weather today,1,0,0,1,0.0,0
weather new york,Weather forecast,2,1,28,1,0.0033112582781456954,28
weather new york,New York climate,3,1,28,1,0.0033112582781456954,28
best programming languages 2025,Best languages to learn,1,0,0,0,0.0,0
best programming languages 2025,Top programming languages,2,1,16,1,0.0031545741324921135,16
best programming languages 2025,Most in-demand coding skills,3,1,2,1,0.0031545741324921135,2
weather new york,NYC weather today,1,1,58,1,0.0033112582781456954,58
weather new york,Weather forecast,2,1,31,1,0.0033112582781456954,31
weather new york,New York climate,3,1,4,1,0.0033112582781456954,4
cheap flights tokyo,Flight deals to Tokyo,1,1,28,1,0.003246753246753247,28
cheap flights tokyo,Cheapest Tokyo flights,2,0,0,0,0.0,0
cheap flights tokyo,Best airlines to Japan,3,1,36,1,0.003246753246753247,36
cheap flights tokyo,Flight deals to Tokyo,1,0,0,1,0.0,0
cheap flights tokyo,Cheapest Tokyo flights,2,1,47,1,0.003246753246753247,47
cheap flights tokyo,Best airlines to Japan,3,0,0,0,0.0,0
cheap flights tokyo,Flight deals to Tokyo,1,1,41,1,0.003246753246753247,41
cheap flights tokyo,Cheapest Tokyo flights,2,1,4,1,0.003246753246753247,4
cheap flights tokyo,Best airlines to Japan,3,1,6,1,0.003246753246753247,6
cheap flights tokyo,Flight deals to Tokyo,1,0,0,0,0.0,0
cheap flights tokyo,Cheapest Tokyo flights,2,1,48,1,0.003246753246753247,48
cheap flights tokyo,Best airlines to Japan,3,0,0,0,0.0,0
best programming languages 2025,Best languages to learn,1,1,5,1,0.0031545741324921135,5
best programming languages 2025,Top programming languages,2,1,37,1,0.0031545741324921135,37
best programming languages 2025,Most in-demand coding skills,3,0,0,1,0.0,0
best programming languages 2025,Best languages to learn,1,0,0,1,0.0,0
best programming languages 2025,Top programming languages,2,1,52,1,0.0031545741324921135,52
